"surah","ayahs","occasion"
2,"142","عن البراء بن عازب رضي الله عنهما قال: أن النبي ﷺ كان أول ما قدم المدينة نزل على أجداده أو قال أخواله من الأنصار، وأنه صلى قِبَلَ بيت المقدس ستة عشر شهراً أو سبعة عشر شهراً، وكان يعجبه أن تكون قبلته قبل البيت، وأنه صلى أول صلاة صلاها صلاة العصر، وصلى معه قوم، فخرج رجل ممن صلى معه فمر على أهل مسجد وهم راكعون، فقال: أشهد باللَّه  لقد صليت مع رسول الله ﷺ قبل مكة، فداروا كما هم قبل البيت.
وكانت اليهود قد أعجبهم إذ كان يصلي قبل بيت المقدس، وأهل الكتاب، فلما ولى وجهه قبل البيت أنكروا ذلك.
قال زهير: حدثنا أبو إسحاق، عن البراء في حديثه هذا: أنه مات على القبلة قبل أن تحوَّل رجال وقتلوا, فلم ندر ما نقول فيهم، فأنزل الله تعالى: { وَمَا كَانَ ٱللَّهُ لِيُضِيعَ إِيمَـٰنَكُمْ ۚ }."
2,"142","وقال علي بن أبي طلحة عن ابن عباس رضي الله عنهما: ( أن رسول الله ﷺ لما هاجر إلى المدينة، أمره الله أن يستقبل بيت المقدس، ففرحت اليهود، فاستقبلها رسول الله ﷺ بضعة عشر شهراً، وكان رسول الله ﷺ يحب قبلة إبراهيم، فكان يدعو الله وينظر إلى السماء فأنزل الله: { فَوَلُّوا۟ وُجُوهَكُمْ شَطْرَهُۥ ۗ } أي نحوه، فارتاب من ذلك اليهود، وقالوا: ما ولاهم عن قبلتهم التي كانوا عليها ؟ فأنزل الله: { قُل لِّلَّهِ ٱلْمَشْرِقُ وَٱلْمَغْرِبُ ۚ يَهْدِى مَن يَشَآءُ إِلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ }."
2,"143","۱۳ - عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: لَمَّا حُرِّمَتْ الْخَمْرُ قَالَ أُنَاسُ: يَا رَسُولَ اللهِ، أَصْحَابُنَا الَّذِينَ مَاتُوا وَهُمْ يَشْرَبُونَهَا، فَأُنْزِلَتْ { لَيْسَ عَلَى ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ جُنَاحٌ فِيمَا طَعِمُوٓا۟ }، قَالَ: وَلَمَّا حُوِّلَتْ الْقِبْلَةُ، قَالَ أُنَاسٌ: يَا رَسُولَ اللهِ أَصْحَابُنَا الَّذِينَ مَاتُوا وَهُمْ يُصَلُّونَ إِلَى بَيْتِ الْمَقْدِسِ، فَأُنْزِلَتْ { وَمَا كَانَ ٱللَّهُ لِيُضِيعَ إِيمَـٰنَكُمْ ۚ }."
2,"144","جاء من حديث الْبَرَاءِ بْنِ عَازِبٍ رضي الله عنهما، قَالَ:
( كَانَ رَسُولُ اللهِ ﷺ صَلَّى نَحْوَ بَيْتِ الْمَقْدِسِ سِتَّةَ عَشَرَ أَوْ سَبْعَةَ عَشَرَ شَهْراً، وَكَانَ رَسُولُ اللهِ ﷺ يُحِبُّ أَنْ يُوَجَّهَ إِلَى الْكَعْبَةِ، فَأَنْزَلَ اللَّهُ { قَدْ نَرَىٰ تَقَلُّبَ وَجْهِكَ فِى ٱلسَّمَآءِ ۖ }، فَتَوَجَّهَ نَحْوَ الْكَعْبَةِ، وَقَالَ السُّفَهَاءُ مِنَ النَّاسِ وَهُم الْيَهُودُ: { مَا وَلَّىٰهُمْ عَن قِبْلَتِهِمُ ٱلَّتِى كَانُوا۟ عَلَيْهَا ۚ قُل لِّلَّهِ ٱلْمَشْرِقُ وَٱلْمَغْرِبُ ۚ يَهْدِى مَن يَشَآءُ إِلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ }، فَصَلَّى مَعَ النَّبِيِّ ﷺ رَجُلٌ ثُمَّ خَرَجَ بَعْدَ مَا صَلَّى، فَمَرَّ عَلَى قَوْمٍ مِنَ الْأَنْصَارِ فِي صَلَاةِ الْعَصْرِ نَحْوَ بَيْتِ الْمَقْدِسِ، فَقَالَ: هُوَ يَشْهَدُ أَنَّهُ صَلَّى مَعَ رَسُولِ اللهِ ﷺ وَأَنَّهُ تَوجَّهَ نَحْوَ الْكَعْبَةِ، فَتَحَرَّفَ الْقَوْمُ حَتَّى تَوَجَّهُوا نَحْوَ الْكَعْبَةِ )."
2,"144","عَنْ أَنَسٍ رضي الله عنه أَنَّ رَسُولَ اللهِ ﷺ كَانَ يُصَلِّي نَحْوَ بَيْتِ الْمَقْدِسِ،
فَنَزَلَتْ { قَدْ نَرَىٰ تَقَلُّبَ وَجْهِكَ فِى ٱلسَّمَآءِ ۖ فَلَنُوَلِّيَنَّكَ قِبْلَةً تَرْضَىٰهَا ۚ فَوَلِّ وَجْهَكَ شَطْرَ ٱلْمَسْجِدِ ٱلْحَرَامِ ۚ }، فَمَرَّ رَجُلٌ مِنْ بَنِي سَلِمَةَ، وَهُمْ رُكُوعٌ فِي صَلَاةِ الْفَجْرِ وَقَدْ صَلَّوْا رَكْعَةً، فَنَادَى أَلَا إِنَّ الْقِبْلَةَ قَدْ حُوِّلَتْ، فَمَالُوا كَمَا هُمْ نَحْوَ الْقِبْلَةِ."
2,"158","سبب نزول: أ: (قَالَ عُرْوَةُ رضي الله عنه: سَأَلْتُ عَائِشَةَ رضي الله عنها فَقُلْتُ لَهَا: أَرَأَيْتِ قَوْلَ اللَّهِ تَعَالَى: { إِنَّ ٱلصَّفَا وَٱلْمَرْوَةَ مِن شَعَآئِرِ ٱللَّهِ ۖ فَمَنْ حَجَّ ٱلْبَيْتَ أَوِ ٱعْتَمَرَ فَلَا جُنَاحَ عَلَيْهِ أَن يَطَّوَّفَ بِهِمَا ۚ }.  فَوَاللَّهِ مَا عَلَى أَحَدٍ جُنَاحٌ أَنْ لَا يَطُوفَ بِالصَّفَا وَالْمَرْوَةِ.
قَالَتْ: بِئْسَ مَا قُلْتَ يَا ابْنَ أُخْتِي، إِنَّ هَذِهِ لَوْ كَانَتْ كَمَا أَوَّلْتَهَا عَلَيْهِ، كَانَتْ: لَا جُنَاحَ عَلَيْهِ أَنْ لَا يَتَطَوَّفَ بِهِمَا، وَلَكِنَّهَا أُنْزِلَتْ فِي الْأَنْصَارِ، كَانُوا قَبْلَ أَنْ يُسْلِمُوا يُهِلُّونَ لِمَنَاةَ الطَّاغِيَةِ الَّتِي كَانُوا يَعْبُدُونَهَا عِنْدَ الْمُشَلَّلِ، فَكَانَ مَنْ أَهَلَّ يَتَحَرَّجُ أَنْ يَطُوفَ بِالصَّفَا وَالْمَرْوَةِ، فَلَمَّا أَسْلَمُوا سَأَلُوا رَسُولَ اللهِ ﷺ عَنْ ذَلِكَ، قَالُوا: يَا رَسُولَ اللهِ، إِنَّا كُنَّا نَحَرَّجُ أَنْ نَطُوفَ بَيْنَ الصَّفَا وَالمَرْوَةِ. فَأَنْزَلَ اللهُ تَعَالَى: {   إِنَّ ٱلصَّفَا وَٱلْمَرْوَةَ مِن شَعَآئِرِ ٱللَّهِ ۖ } الآيَةَ.
قَالَتْ عَائِشَةُ رضي الله عنها: وَقَدْ سَنَّ رَسُولُ اللهِ ﷺ الطَّوَافَ بَيْنَهُمَا فَلَيْسَ لِأَحَدٍ أَنْ يَتْرُكَ الطَّوَافَ بَيْنَهُمَا...)."
2,"158","سبب نزول: ب: (.... ثُمَّ أَخْبَرْتُ أَبَا بَكْرِ بْنَ عَبْدِ الرَّحْمَنِ رضي الله عنه فَقَالَ: إِنَّ هَذَا لَعِلْمُ مَا كُنْتُ سَمِعْتُهُ، وَلَقَدْ سَمِعْتُ رِجَالاً مِنْ أَهْلِ الْعِلْمِ يَذْكُرُونَ أَنَّ النَّاسَ - إِلَّا مَنْ ذَكَرَتْ عَائِشَةُ رضي الله عنها - مِمَّنْ كَانَ يُهِلَّ بِمَنَاةَ، كَانُوا يَطُوفُونَ كُلُّهُمْ بِالصَّفَا وَالْمَرْوَةِ، فَلَمَّا ذَكَرَ اللهُ تَعَالَى الطَّوَافَ بِالْبَيْتِ وَلَمْ يَذْكُرْ الصَّفَا وَالْمَرْوَةَ فِي الْقُرْآنِ، قَالُوا يَا رَسُولَ اللهِ: كُنَّا نَطُوفُ بِالصَّفَا وَالْمَرْوَةِ، وَإِنَّ اللهَ أَنْزَلَ الطَّوَافَ بِالْبَيْتِ فَلَمْ يَذْكُر الصَّفَا، فَهَلْ عَلَيْنَا مِنْ حَرَجٍ أَنْ نَطَّوَّفَ بِالصَّفَا وَالْمَرْوَةِ، فَأَنْزَلَ اللهُ تَعَالَى { إِنَّ ٱلصَّفَا وَٱلْمَرْوَةَ مِن شَعَآئِرِ ٱللَّهِ ۖ } الآيَةَ.
قَالَ أَبُو بَكْرٍ رضي الله عنه: فَأَسْمَعُ هَذِهِ الآيَةَ نَزَلَتْ فِي الْفَرِيقَيْنِ كِلَيْهِمَا، فِي الَّذِينَ كَانُوا يَتَحَرَّجُونَ أَنْ يَطُوفُوا بِالْجَاهِلِيَّةِ بِالصَّفَا وَالْمَرْوَةِ، وَالَّذِينَ يَطُوفُونَ ثُمَّ تَحَرَّجُوا أَنْ يَطُوفُوا بِهِمَا فِي الْإِسْلَامِ، مِنْ أَجْلِ أَنَّ اللهَ تَعَالَى أَمَرَ بِالطَّوَافِ بِالْبَيْتِ وَلَمْ يَذْكُر الصَّفَا حَتَّى ذَكَرَ ذَلِكَ بَعدَ مَا ذَكَرَ الطواف بالبيت."
2,"158","عَنْ عَاصِمِ بْنِ سُلَيْمَانِ رضي الله عنه قَالَ: سَأَلْتُ أَنَسَ بْنَ مَالِكٍ رضي الله عنه عَنِ الصَّفَا وَالمَرْوَةِ فَقَالَ: كُنَّا نَرَى أَنَّهُمَا مِنْ أَمْرِ الجَاهِلِيَّةِ، فَلَمَّا كَانَ الإِسْلَامُ أَمْسَكْنَا عَنْهُمَا، فَأَنْزَلَ اللهُ تَعَالَى: { إِنَّ ٱلصَّفَا وَٱلْمَرْوَةَ مِن شَعَآئِرِ ٱللَّهِ ۖ فَمَنْ حَجَّ ٱلْبَيْتَ أَوِ ٱعْتَمَرَ فَلَا جُنَاحَ عَلَيْهِ أَن يَطَّوَّفَ بِهِمَا ۚ }."
2,"187","عَنِ البَرَاءِ رضي الله عنه قَالَ : كَانَ أَصْحَابُ مُحَمَّدٍ ﷺ إِذَا كَانَ الرَّجُلُ صَائِماً فَحَضَرَ الإِفْطَارُ فَنَامَ قَبْلَ أَنْ يُفْطِرَ ، لَمْ يَأْكُلْ لَيْلَتَهُ وَلَا يَوْمَهُ حَتَّى يُمْسِيَ، وَإِنَّ قَيْسَ بْنَ صِرْمَةَ الأَنْصَارِيَّ كَانَ صَائِماً فَلَمَّا حَضَرَ الإِفْطَارَ أَتَى امْرَأَتَهُ فَقَالَ لَهَا : أَعِنْدَكِ طَعَامٌ ؟ قَالَتْ : لَا وَلِكِنْ أَنْطَلِقُ فَأَطْلُبُ لَكَ. وَكَانَ يَوْمَهُ يَعْمَلُ ، فَغَلَبَتَهُ عَيْنَاهُ ، فَجَاءَتْهُ امْرَأَتُهُ ، فَلَمَّا رَأَتْهُ قَالَتْ : خَيْبَةً لَكَ . فَلَمَّا انْتَصَفَ النَّهَارُ غُشِيَ عَلَيْهِ ، فَذُكِرَ ذَلِكَ لِلنَّبِيِّ ﷺ ، فَنَزَلَتْ هَذِهِ الْآيَةِ : { أُحِلَّ لَكُمْ لَيْلَةَ ٱلصِّيَامِ ٱلرَّفَثُ إِلَىٰ نِسَآئِكُمْ ۚ } فَفَرِحُوا بِهَا فَرَحَاً شَدِيداً، وَنَزَلَتْ { وَكُلُوا۟ وَٱشْرَبُوا۟ حَتَّىٰ يَتَبَيَّنَ لَكُمُ ٱلْخَيْطُ ٱلْأَبْيَضُ مِنَ ٱلْخَيْطِ ٱلْأَسْوَدِ }.

وفي لفظ آخر للبخاري : عَنِ البَرَاءِ رضي الله عنه : لَمَّا نَزَلَ صَوْمُ رَمَضَانَ، كَانُوا لَا يَقْرَبُونَ النِّسَاءَ رَمَضَانَ كُلَّهُ ، وَكَانَ رِجَالٌ يَخُونُونَ أَنْفُسَهُمْ، فَأَنْزَلَ اللهُ { عَلِمَ ٱللَّهُ أَنَّكُمْ كُنتُمْ تَخْتَانُونَ أَنفُسَكُمْ فَتَابَ عَلَيْكُمْ وَعَفَا عَنكُمْ ۖ }."
2,"187","عَنْ عَبْدِ اللهِ بْنِ مَالِكٍ رضي الله عنه يُحَدِّثُ عَنْ أَبِيهِ قَالَ : كَانَ النَّاسُ فِي رَمَضَانَ إِذَا صَامَ الرَّجُلُ فَأَمْسَى فَنَامَ حَرُمَ عَلَيْهِ الطَّعَامُ وَالشَّرَابُ وَالنِّسَاءُ حَتَّى يُفْطِرَ مِنَ الغَدِ، فَرَجَعَ عُمَرُ بْنُ الخَطَابِ رضي الله عنه مِنْ عِنْدِ النَّبِيِّ ﷺ ذَاتَ لَيْلَةٍ وَقَدْ سَهِرَ عِنْدَهُ، فَوَجَدَ امْرَأَتَهُ قَدْ نَامَتْ فَأَرَادَهَا ، فَقَالَتْ: إِنِّي قَدْ نِمْتُ، قَالَ : مَا نِمْتِ . ثُمَّ وَقَعَ بِهَا ، وَصَنَعَ كَعْبُ بْنُ مَالِكٍ رضي الله عنه مِثْلَ ذَلِكَ . فَغَدًا عُمَرُ إِلَى النَّبِيِّ ﷺ فَأَخْبَرَهُ. فَأَنْزَلَ اللهُ تَعَالَى : { عَلِمَ ٱللَّهُ أَنَّكُمْ كُنتُمْ تَخْتَانُونَ أَنفُسَكُمْ فَتَابَ عَلَيْكُمْ وَعَفَا عَنكُمْ ۖ } ."
2,"187","عَنْ سَهْلِ بْنِ سَعْدِ رضي الله عنه قَالَ: أُنْزِلَتْ { وَكُلُوا۟ وَٱشْرَبُوا۟ حَتَّىٰ يَتَبَيَّنَ لَكُمُ ٱلْخَيْطُ ٱلْأَبْيَضُ مِنَ ٱلْخَيْطِ ٱلْأَسْوَدِ }، وَلَمْ يَنْزِلْ مِنَ الفَجْرِ، فَكَانَ رِجَالٌ إِذَا أَرَادُوا الصَّوْمَ، رَبَطَ أَحَدُهُمْ فِي رِجْلِهِ الخَيْطَ الأَبْيَضَ وَالخَيْطَ الأَسْوَدَ، وَلَمْ يَزَلْ يَأْكُلُ حَتَّى يَتَبَيَّنَ لَهُ رُؤْيَتُهُمَا، فَأَنْزَلَ اللهُ بَعْدُ { مِنَ ٱلْفَجْرِ ۖ }، فَعَلِمُوا أَنَّهُ إِنَّمَا يَعْنِي اللَّيْلَ وَالنَّهَارِ."
